tourlist_name,addr,rates,visitors,reviews
성락원(서울),서울특별시 성북구 선잠로2길 47,,,
성령대군묘,경기도 고양시 덕양구 대자동,,,
성류굴 (경북 동해안 국가지질공원),경상북도 울진군 성류굴로 221,,,
성륜사(곡성),전라남도 곡성군 옥과면 미술관로 287,,,
성림사(진천),충청북도 진천군 덕산면 인화길 83,,,
성모솔숲마을,경상북도 청도군 송내길 166,,,
성모암(김제),전라북도 김제시 만경읍 화포3길 54-9,,,
성바위자연마을,강원특별자치도 횡성군 공근면 학담서로 137,,,
성베네딕도회 왜관수도원,경상북도 칠곡군 왜관읍 관문로 61,,,
성북동 주택가,서울특별시 성북구 성북동 15-83 베네수엘라 대사관저,,,
성북동고택북촌산책길,서울특별시 성북구 성북동,,,
성북동성당,서울특별시 성북구 선잠로 28,,,
성북역사문화공원,서울특별시 성북구 성북동,,,
성불계곡,전라남도 광양시 봉강면 성불로 1150-14,,,
성불사(광양),전라남도 광양시 봉강면 성불로 1150-183,,,
성불사(천안),충청남도 천안시 동남구 성불사길 144,,,
성불산자연휴양림,충청북도 괴산군 괴산읍 충민로기곡길 78,,,
성불오름,제주특별자치도 제주시 구좌읍 중산간동로 2532,,,
성산공원,전라북도 김제시 향교길 89-16,,,
성산공원,전라남도 여수시 화산로 89,,,
성산세화해안도로,제주 제주시 구좌읍 종달리 112-1,,,
성산일출봉 [유네스코 세계자연유산],제주특별자치도 서귀포시 성산읍 일출로 284-12,,,
성산포JC공원,제주 서귀포시 성산읍 고성리,,,
성산포성당,제주특별자치도 서귀포시 성산읍 고성오조로 120,,,
성산포유람선,제주특별자치도 서귀포시 성산읍 성산등용로 112-7,,,
성성호수공원,충청남도 천안시 서북구 성성2길 66,,,
성수동 수제화거리,서울특별시 성동구 연무장7길 15,,,
성수동 카페거리,서울특별시 성동구 성수동2가,,,
성수미술관,서울특별시 성동구 성수동2가 289-14,,,
성심사,서울특별시 강서구 곰달래로35길 64,,,
성심원,경상남도 산청군 산청읍 산청대로1381번길 17,,,
성암사(부산),부산광역시 남구 진남로210번길 58-15,,,
성암서원,충청남도 서산시 성암1로 45,,,
성암저수지,충청남도 서산시 음암면 탑곡리,,,
성읍녹차동굴,제주특별자치도 서귀포시 중산간동로 4772,,,
성읍녹차마을,제주특별자치도 서귀포시 중산간동로 4778 녹차가공공장,,,
성읍랜드,제주특별자치도 서귀포시 표선면 번영로 2650,,,
성읍민속마을,제주특별자치도 서귀포시 표선면 성읍정의현로 19,,,
성이시돌목장,제주특별자치도 제주시 한림읍 산록남로 53,,,
성이시돌목장 테쉬폰,제주특별자치도 제주시 한림읍 금악동길 38,,,
"성인봉 원시림 (울릉도, 독도 국가지질공원)",경상북도 울릉군 서면 남양리,,,
성재서당,대구광역시 동구 미대길 120,,,
성재이시영선생동상,서울특별시 중구 회현동1가 100-115,,,
성저공원,경기도 고양시 일산서구 일산로 663,,,
성전암(진주),경상남도 진주시 이반성면 장안로65번길 291,,,
성정공원,충청남도 천안시 서북구 성정동,,,
성주 경산리 성밖숲,경상북도 성주군 성주읍 경산리,,,
성주 백세각,경상북도 성주군 초전면 고산1길 27-3,,,
성주 성산동 고분군,경상북도 성주군 성주읍 성산리,,,
성주 세종대왕자 태실,경상북도 성주군 월항면 세종대왕자태실로 639-18,,,
성주 한개마을,경북 성주군 월항면 대산리 67,,,
성주댐(성주호),경상북도 성주군 가천면 중산3길,,,
성주별고을체육공원,경상북도 성주군 성주읍 참별로 2530,,,
성주봉자연휴양림,경상북도 상주시 은척면 성주봉로 3,,,
성주사(창원),경상남도 창원시 성산구 곰절길 191,,,
성주산일출전망대(성주산전망대),충청남도 보령시 성주면 성주리 산37-2,,,
성주산자연휴양림,충청남도 보령시 성주면 화장골길 57-228,,,
성주산체육공원,경기도 부천시 호현로387번길 41,,,
성주역사테마공원,경상북도 성주군 성주읍 성주로 3167-11,,,
성주향교,경상북도 성주군 성주읍 예산2길 36-12,,,
성죽공원,경기도 수원시 영통구 이의동 1213,,,
성지곡수원지,부산광역시 부산진구 새싹로 295,,,
성천서원,경상남도 거창군 북상면 계수나무길 18-47,,,
성철대종사생가(겁외사),경상남도 산청군 단성면 성철로 125,,,
성촌공원,서울 용산구 이촌동 173-1,,,
성필립보생태마을,강원특별자치도 평창군 평창읍 평창강로 896-21,,,
성혈사(영주),경상북도 영주시 순흥면 죽계로 459-99,,,
성호공원,경기도 안산시 상록구 성호로 131,,,
성호호수연꽃단지,경기도 이천시 설성면 성호로 354,,,
성혼선생묘,경기도 파주시 파주읍 향양리,,,
성화사,대구광역시 달서구 장기로12길 10,,,
성황사(부안),전라북도 부안군 부안읍 서림공원길 92,,,
성황산,전라북도 정읍시 수성동,,,
성흥사 계곡,경상남도 창원시 진해구 대장로 273,,,
성흥사(진해),경상남도 창원시 진해구 대장로 273,,,
세검정 터 (구 세검정),서울특별시 종로구 세검정로 244,,,
세계 평화의종 공원,강원특별자치도 화천군 화천읍 평화로 3481-18,,,
세계꽃식물원,충청남도 아산시 도고면 아산만로 37-37,,,
세계유교선비공원 & 한국문화테마파크,경상북도 안동시 도산면 월천길 301,,,
세계평화의숲,인천광역시 중구 신도시북로 31-35,,,
세량지,nan,,,
세렴폭포,강원특별자치도 원주시 소초면 학곡리,,,
세로수길,서울특별시 강남구 신사동,,,
세미원,경기도 양평군 양서면 양수로 93,,,
세방낙조 전망대,전라남도 진도군 지산면 가학리 산27-3,,,
세방마을,전라남도 진도군 지산면 세방길 6,,,
세병공원,전북 전주시 덕진구 송천동2가 1316,,,
세병호,전라북도 전주시 덕진구 송천동2가 1316,,,
세빛섬,서울특별시 서초구 올림픽대로 2085-14,,,
세산곤충체험농장,충청북도 옥천군 옥천읍 마암로 125-16,,,
세심사(아산),충청남도 아산시 염치읍 산양길 180,,,
세심자연휴양림,전라북도 임실군 삼계면 임삼로 485,,,
세아휴양림수목원,경상북도 칠곡군 석적읍 호국로 605-42,,,
세양사,충청남도 부여군 충화면 칠선로 47,,,
세어도,인천광역시 서구 세어로 29,,,
세운상가,서울특별시 종로구 청계천로 159,,,
세운청계상가,서울특별시 중구 산림동 207-1 세운청계상가,,,
세종 임난수 은행나무,세종특별자치시 연기면,,,
세종대왕 동상,서울특별시 종로구 세종대로 175,,,
세종로공원,서울특별시 종로구 세종대로 지하 189,,,
세종마을 음식문화거리,서울특별시 종로구 체부동,,,
세종시 무궁화공원,세종특별자치시 연기면 세종리 646-1,,,
세종어린이천문대(세종미리내천문대),세종특별자치시 전의면 의당전의로 4,,,
세종중앙공원,세종특별자치시  중앙공원로 60,,,
세종천문대,경기도 여주시 강천면 부평로 3,,,
세종청사 옥상정원,세종특별자치시 도움6로 11,,,
세종호수공원 일원,세종특별자치시 연기면 호수공원길 155,,,
세천공원,대전광역시 동구 세천공원로 68,,,
세천유원지,대전광역시 동구 세천공원로 62,,,
세천포구,제주특별자치도 서귀포시 남원읍 위미리 799-2,,,
세화 책다방,제주특별자치도 제주시 구좌읍 월정1길 70-1,,,
세화해변,제주특별자치도 제주시 구좌읍 세화길,,,
센텀 APEC나루공원,부산광역시 해운대구 수영강변대로 85,,,
센트럴곤충생태농장,경기도 화성시 정남면 보통리,,,
소계서원,경상남도 양산시 상북면 소토로 38,,,
소계정,대구광역시 달성군 옥포면 옥포로57길 25-14,,,
소곡서당,경상남도 창녕군 고암면 우천길 111,,,
소구니산,경기도 양평군 옥천면 용천리,,,
소금강 (강원고생대 국가지질공원),강원특별자치도 정선군 화암면 몰운리 산109-1,,,
소금강양떼목장,강원특별자치도 평창군 대관령면 솔바위길 16-89,,,
소금강장천마을,강원특별자치도 강릉시 연곡면 진고개로 1502,,,
소금막해변,제주특별자치도 서귀포시 표선면 표선동서로 378-18,,,
소금산 스카이워크 브릿지,강원특별자치도 원주시 지정면 소금산길 26,,,
소금산그랜드밸리,강원특별자치도 원주시 지정면 소금산길 12,,,
소금정공원 장미터널,충청북도 단양군 단양읍 삼봉로 192,,,
소남머리,제주특별자치도 서귀포시 칠십리로 145 (서귀동),,,
소노문 단양 오션플레이,충청북도 단양군 단양읍 삼봉로 187-17,,,
소노벨 변산 오션플레이,전라북도 부안군 변산면 변산해변로 51,,,
소노벨 비발디파크 오션월드,강원특별자치도 홍천군 서면 팔봉리,,,
소노벨 천안 오션어드벤처,충청남도 천안시 동남구 성남면 종합휴양지로 200,,,
소노서원,경상남도 양산시 상북면 소노2길 13-27,,,
소담산딸기,경기도 안성시 현수동,,,
소담수목원,경상남도 고성군 동해면 외산로 592,,,
소도,충청남도 보령시 오천면,,,
소도둑놈산촌생태마을,강원특별자치도 평창군 진부면 경강로 3346-9,,,
소돌아들바위공원,강원특별자치도 강릉시 주문진읍 주문리,,,
소돌항,강원특별자치도 강릉시 주문진읍 해안로 1961-2,,,
소돌해수욕장,강원특별자치도 강릉시 주문진읍 해안로 1993,,,
소두방공원,부산광역시 기장군 정관읍 정관중앙로 100,,,
소등섬,전라남도 장흥군 용산면 상발리 산225,,,
소똥령마을,강원특별자치도 고성군 간성읍 소똥령마을길 82,,,
소랑사진관,제주특별자치도 제주시 구좌읍 송당4길 10-2,,,
소래산,경기도 시흥시 신천동,,,
소래산 내원사,경기도 시흥시 서해안로 1541-15,,,
소래산산림욕장,경기도 시흥시 소래산길 41,,,
소래습지생태공원,인천광역시 남동구 소래로154번길 77,,,
소래포구,인천광역시 남동구 포구로 2-6,,,
소래포구 포차거리,인천광역시 남동구 소래역로 12 소래포구 종합어시장,,,
소래포구해오름광장,인천광역시 남동구 아암대로 1550,,,
소랭이마을,충청남도 공주시 정안마곡사로 396 월산초등학교,,,
소령원,경기도 파주시 광탄면 소령원길 41-65,,,
소록대교,전라남도 고흥군 도양읍,,,
소록도,전라남도 고흥군 도양읍 소록리,,,
소름요,부산광역시 기장군 기장읍 기장해안로 1014,,,
소리도 등대,전라남도 여수시 남면 덕포길 133,,,
소리산,경기도 양평군 단월면 석산리 산24,,,
소리산마을,경기도 양평군 단월면 물레골길 6,,,
소림사(부산),부산광역시 동구 초량상로65번길 7,,,
소림사(서울),서울특별시 종로구 세검정로 241-3,,,
소망의탑,강원특별자치도 삼척시 새천년도로 233,,,
소망진산 유등테마공원,경상남도 진주시 망경동,,,
소매물도,경상남도 통영시 한산면 소매물도길 65,,,
소매물도 등대,경상남도 통영시 한산면 소매물도길 246,,,
소백명품서클,경상북도 영주시 부석면 영부로117번길 76-7,,,
소백산 가리점마을(마조리마을),충청북도 단양군 단양읍 마조로 237,,,
소백산 국망봉  돼지바위,경상북도 영주시 순흥면 죽계로315번길 330,,,
소백산 천문대,충청북도 단양군 단양읍 소백산길 639,,,
소백산국립공원(경북),경북 영주시 풍기읍,,,
소백산국립공원(북부),충청북도 단양군 가곡면 남한강로 494,,,
소백산국립공원천동지구,충청북도 단양군 단양읍 천동리,,,
소백산꽃차이야기,경상북도 영주시 안정면 대평로229번길 33-22,,,
소백산단산 포도마을,경상북도 영주시 단산면 단산로 817,,,
소백산자연휴양림,충청북도 단양군 영춘면 하리방터길 180,,,
소백산하늘자락공원,경상북도 예천군 용문면 내지리,,,
소사동마을,경상남도 창원시 진해구 소사로43번길 6,,,
소산서원,경기도 시흥시 소산서원길 20,,,
소석마을 [농촌체험],경상남도 양산시 상북면 공원로1길 61,,,
소선암자연휴양림,충청북도 단양군 단성면 대잠2길 15,,,
소세양신도비,전라북도 익산시 왕궁면 용화리,,,
소소리농장,경기도 남양주시 조안면 송촌리,,,
소수서원 [유네스코 세계문화유산],경상북도 영주시 순흥면 소백로 2740,,,
소승폭포,강원특별자치도 인제군 북면 설악로,,,
소안도,전라남도 완도군 소안면,,,
소안항,전라남도 완도군 소안면 소안로 6,,,
소암서당,경상북도 칠곡군 기산면 지산로 807-11,,,
소앵무마을,전라남도 진도군 지산면 소앵무길 41-1,,,
소야도,인천광역시 옹진군 덕적면 소야리 598-3,,,
소야도 떼뿌리 해변,인천광역시 옹진군 덕적면,,,
소양 마수벽화마을,전라북도 완주군 소양면 황윤리,,,
소양강 하안단구 (강원평화지역 국가지질공원),강원특별자치도 인제군 북면 둔지말길 43-6,,,
소양강댐,강원특별자치도 춘천시 신북읍 신샘밭로 1128,,,
소양강댐 물 문화관,강원특별자치도 춘천시 신북읍 신샘밭로 1128,,,
소양강스카이워크,강원특별자치도 춘천시 영서로 2663,,,
소양강처녀상,강원특별자치도 춘천시 영서로 2675,,,
소양고택,전라북도 완주군 소양면 송광수만로 472-23,,,
소양로비석군,강원특별자치도 춘천시 소양로1가,,,
소양벚꽃길,전라북도 완주군 소양면 송광수만로 256,,,
소양서원,경상북도 문경시 가은읍 소양서원길 8,,,
소양정,강원특별자치도 춘천시 소양정길42번길 24,,,
소양호 막국수거리,강원특별자치도 춘천시 신북읍 천전리,,,
소양호 유람선,강원특별자치도 춘천시 북산면 청평리,,,
소양호(양구),강원특별자치도 양구군 양구읍 석현리,,,
소양호(인제),강원특별자치도 인제군 남면 원남로 133,,,
소양호(춘천),강원특별자치도 춘천시 신북읍 유포리,,,
소요산 (전북 서해안 국가지질공원),전라북도 고창군 부안면 용산리,,,
소요산국민관광지,경기도 동두천시 평화로2910번길 148-20,,,
소울원,경기도 파주시 탄현면 검산로 424-12,,,
소이산,강원특별자치도 철원군 철원읍 관전리,,,
소이산 생태숲 녹색길,강원특별자치도 철원군 철원읍 금강산로 265,,,
소이산모노레일,강원특별자치도 철원군 철원읍 금강산로 262,,,
소이작도,인천광역시 옹진군 자월면 이작리,,,
소인국테마파크,제주특별자치도 서귀포시 안덕면 중산간서로 1878,,,
소자파묘비,전라북도 익산시 왕궁면 화곡1길 53-15,,,
소재사(대구),대구광역시 달성군 유가면 휴양림길 228,,,
소정방폭포,제주특별자치도 서귀포시 칠십리로214번길 17-17 (동홍동),,,
소제동,대전광역시 동구 소제동 일원,,,
소죽도공원,경상남도 창원시 진해구 천자로 160 해양레포츠스쿨,,,
소지섭길,강원특별자치도 양구군 방산면 두타연로 8,,,
소찬 협동조합,충청남도 청양군 비봉면 은골1길 196,,,
소창체험관,인천광역시 강화군 강화읍 남문안길20번길 8,,,
소천서원,경상북도 예천군 용궁면 외무길 30-24,,,
소천지,제주 서귀포시 보목동 1400,,,
소청도,인천광역시 옹진군 대청면 소청리,,,
소청도 등대,인천광역시 옹진군 대청면 소청서로 279,,,
소충사,전라북도 임실군 성수면 산성로 725-23,,,
소쿠리섬,경상남도 창원시 진해구 명동,,,
소풍,경기도 평택시 진위면 하북3길 25-59,,,
소헌공원,경상북도 청송군 금월로 269 소헌공원,,,
소호동동다리,전라남도 여수시 소호로 392,,,
소호항,전라남도 여수시 소호동 1211,,,
소화다리(부용교),전라남도 보성군 벌교읍 별교리,,,
속골유원지,제주특별자치도 서귀포시 호근동,,,
속동전망대,충청남도 홍성군 서부면 남당항로 689,,,
속리산 관광특구,충청북도 보은군 속리산면 법주사로 405,,,
속리산 산채비빔밥 거리,충청북도 보은군 속리산면,,,
속리산 숲체험휴양마을,충청북도 보은군 속리산면 속리산로 596,,,
속리산국립공원(경북),경상북도 상주시 화북면,,,
속리산국립공원(충북),충청북도 보은군 법주사로 84 속리산국립공원관리사무소,,,
속리산세조길,충청북도 보은군 속리산면 법주사로 405,,,
속리산연꽃단지,충북 보은군 속리산면 상판리 3-1번지,,,
속리산조각공원,충청북도 보은군 속리산면 법주사로 293,,,
속리산테마파크모노레일,충청북도 보은군 속리산면 속리산로 600,,,
속수서원,경상북도 의성군 단밀면 주속길 116-6,,,
속천항,경상남도 창원시 진해구 진희로 36,,,
속초 설악해맞이공원,강원특별자치도 속초시 동해대로 3664,,,
속초 얼라이브 하트(Alive Heart),강원특별자치도 속초시 원암학사평길 88,,,
속초 엑스포타워,강원특별자치도 속초시 엑스포로 72,,,
속초 조양동 유적,강원특별자치도 속초시 선사로1길 16,,,
속초 하도문쌈채 마을,강원특별자치도 속초시 설악산로 110,,,
속초관광수산시장 닭강정골목,강원특별자치도 속초시 중앙로147번길 16,,,
속초등대전망대,강원특별자치도 속초시 영금정로5길 8-28,,,
속초설악 삼포비치바이크 고성점,강원특별자치도 고성군 죽왕면 삼포해변길 9,,,
속초스파랜드,강원특별자치도 속초시 미시령로3359번길 20,,,
속초시 반려견놀이터,강원특별자치도 속초시 영랑호반길 329-1(장사동),,,
속초항,강원특별자치도 속초시 동명동 속초항,,,
속초해수욕장,강원특별자치도 속초시 해오름로 190,,,
속초해수욕장 대관람차(속초아이),강원특별자치도 속초시 청호해안길 2,,,
속초해안로,강원특별자치도 속초시 장사동 517-13,,,
손기정체육공원,서울특별시 중구 손기정로 101-4 (만리동2가),,,
손놀림공방,서울특별시 종로구 이화동 9-901,,,
손병희 유허지,충청북도 청주시 청원구 북이면 의암로 234,,,
손죽도,전라남도 여수시 삼산면 손죽길 7,,,
손지오름,제주특별자치도 제주시 구좌읍 종달논길,,,
손흥민체육공원,강원특별자치도 춘천시 가락재로 40,,,
솔개공원,울산광역시 울주군 서생면 해맞이로 1416,,,
솔개해수욕장,울산광역시 울주군 서생면 해맞이로 1458,,,
솔내음 평창 먹을거리촌,강원특별자치도 평창군 용평면 운두령로 500-11,,,
솔로몬로파크,대전광역시 유성구 엑스포로 219-39,,,
솔로몬로파크,광주광역시 북구 오문로 244 (문흥동),,,
솔뫼성지,충청남도 당진시 우강면 솔뫼로 132,,,
솔바람다리,강원특별자치도 강릉시 병산동,,,
솔밭공원,경기도 안성시 안성맞춤대로 1143,,,
솔밭공원,충청북도 청주시 흥덕구 대신로 157,,,
솔밭공원,충청북도 보은군 탄부면 임한리,,,
솔밭관광농원,충청북도 괴산군 괴산읍 능촌로5길 39,,,
솔부엉이 캠핑장,충청북도 음성군 음성로826번길 6-9 사정초등학교(분교),,,
솔섬,경상남도 하동군 금남면 중평해안길 202,,,
솔오름 (미악산),제주특별자치도 서귀포시 인정오름로 387-63,,,
솔찬공원,인천광역시 연수구 송도동,,,
솔향기길 4코스,충청남도 태안군 원북면 청산리,,,
송가인마을,전라남도 진도군 소앵무길 41-1,,,
송강리 습곡구조,경상북도 청송군 청송로 5865,,,
송계 어촌체험마을,전라남도 무안군 해제면 만송로 916,,,
송계계곡,충청북도 제천시 한수면 미륵송계로 1360-1,,,
송계당,대구광역시 북구 서변로3길 47-19,,,
송계사(거창),경상남도 거창군 북상면 송계사길 321,,,
송계서원,충청북도 청주시 흥덕구 내곡로 40-18,,,
송곡서원,경상북도 영천시 청통면 애련길 174,,,
송곡서원(서산),충청남도 서산시 인지면 무학로 1353-9,,,
"송곳봉 (울릉도, 독도 국가지질공원)",경상북도 울릉군 북면 현포리,,,
송공리선착장,전라남도 신안군 압해읍 압해로 1852-13,,,
송공여객선터미널,전라남도 신안군 압해읍 압해로 1844,,,
송광사 포교당(보성),전라남도 보성군 벌교읍 태백산맥길 93-10,,,
송광사(순천),전라남도 순천시 송광면 송광사안길 100,,,
송광사(완주),전라북도 완주군 소양면 송광수만로 255-16,,,
송광암,전라남도 고흥군 금산면 금산중촌길 266,,,
송교리 횟타운,경기도 화성시 서신면 송교큰말길87번길 15,,,
송금체험마을영농조합법인,경상북도 청도군 송금길 86,,,
송담서원(강릉),강원특별자치도 강릉시 강동면 송담서원길 27-7,,,
송담서원(김해),경상남도 김해시 가야로405번안길 22-9,,,
송담서원(대구),대구광역시 달성군 구지면 구지서로 530-47,,,
송담서원(양산),경상남도 양산시 물금읍 가촌서2길 14-13,,,
송당 제주살롱,제주특별자치도 제주시 구좌읍 송당2길 7-1,,,
송당무끈모루,제주특별자치도 제주시 비자림로 1661-13,,,
송대공원,충청북도 청주시 청원구 오창읍 양청4길 45,,,
송대말 등대,경상북도 경주시 감포읍 척사길 18-94,,,
송대소주상절리 (한탄강 유네스코 세계지질공원),강원특별자치도 철원군 동송읍 장흥리,,,
송덕암(서산),충청남도 서산시 해미면 큰골로 11-84,,,
송도,전라남도 진도군 조도면 가사도리,,,
송도 도그파크,인천광역시 연수구 센트럴로 350,,,
송도 센트럴파크,인천광역시 연수구 컨벤시아대로 160,,,
송도 한옥마을,인천광역시 연수구 테크노파크로 180,,,
송도꽃게거리,인천광역시 연수구 옥련동,,,
송도랜드마크시티1호수변공원,인천광역시 연수구 송도동 308-2,,,
송도마을,부산 서구 암남동,,,
송도반도 (부산 국가지질공원),부산광역시 서구 암남동,,,
송도센트럴공원 수상택시선착장,인천광역시 연수구 송도동 24-5,,,
송도솔밭도시숲,경상북도 포항시 남구 송도해안길 141 (송도동),,,
송도스카이파크,부산광역시 서구 암남공원로 181 송도케이블카,,,
송도용궁구름다리,부산광역시 서구 암남동 620-53,,,
송도항(송도선착장),전라남도 신안군 지도읍 송도2길 68,,,
송도해변(포항),경상북도 포항시 남구 운하로251번길 34-1,,,
송록서원,경상북도 봉화군 봉화읍 봉화로 1001-28,,,
송림공원,부산광역시 해운대구 우동,,,
송림사(칠곡),경상북도 칠곡군 동명면 송림길 73,,,
송백자연생태학습원,경상북도 구미시 산동읍 송백로 868,,,
송불암(논산),충청남도 논산시 연산면 황룡재로 92-18,,,
송산그린시티전망대,경기 화성시 송산면 고정리 산1-38,,,
송산목장,광주광역시 광산구 가삼안길 68-100,,,
송산사지 근린공원,경기도 의정부시 민락로 296,,,
송산유원지,광주광역시 광산구 박호등임로 43-1,,,
송상현광장,부산광역시 부산진구 동성로112번길 121-1,,,
송석마을,전라남도 무안군 해제면 송석리,,,
송석마을(서천),충청남도 서천군 마서면,,,
송석정,전라남도 화순군 이양면 강정길 68,,,
송석정유원지,전라남도 화순군 이양면 강정길 68,,,
송석항,충청남도 서천군 마서면 송석리 672,,,
송아오름,제주특별자치도 제주시 한경면 조수리 135,,,
송악 오돌개마을,충청남도 아산시 송악면 송악로 112,,,
송악산,제주특별자치도 서귀포시 대정읍 송악관광로,,,
송악산 진지동굴,제주도 서귀포시 대정읍 상모리 238,,,
송악산둘레길,제주특별자치도 서귀포시 대정읍 상모리,,,
송악산전망대,제주특별자치도 서귀포시 대정읍 상모리 2-13,,,
송암사,서울특별시 노원구 덕릉로145길 101,,,
송암스페이스센터,경기도 양주시 장흥면 권율로185번길 103,,,
송애당,대전광역시 대덕구 계족산로17번길 60,,,
송우관광농원 페리아도 워터파크,경기도 포천시 소흘읍 이동교리,,,
송우암수명유허비,전라북도 정읍시 우암로 54-1,,,
송운사,울산광역시 울주군 상북면 자수정로 212,,,
송월동 동화마을,인천광역시 중구 동화마을길 38,,,
송이도,전라남도 영광군 낙월면 송이리,,,
송이도마을,전라남도 영광군 낙월면 송이길 26,,,
송이밸리자연휴양림,강원특별자치도 양양군 양양읍 고노동길 98-50,,,
송재 서재필선생 생가와 기념공원,전라남도 보성군 문덕면 용암길 8,,,
송재서재필선생상,서울특별시 서대문구 통일로 251,,,
송전마을,경상남도 함양군 휴천면 세동길 42,,,
송전산촌생태마을,경상남도 함양군 휴천면 송전길 198,,,
송전해수욕장,강원특별자치도 양양군 손양면 송전리,,,
송정 박상진호수공원,울산광역시 북구 저수지길 158-31,,,
송정 솔바람해변,경상남도 남해군 미조면 미송로483번길 4-69,,,
송정 자연휴양림,경상북도 칠곡군 석적읍 반계3길 88,,,
송정 죽도공원,부산광역시 해운대구 송정해변로 1-23,,,
송정공원,광주광역시 광산구 송정공원로 8-23,,,
송정공원,울산광역시 울주군 서생면 송정1길 96,,,
송정그림마을,충청남도 부여군 양화북로222번길 13-1 그림책읽는 마을찻집,,,
송정마을,전라남도 구례군 토지면 송정리 437-8,,,
송정숲,경남 산청군 삼장면 석남리,,,
송정한솔체험마을,경상남도 남해군 미조면 미송로486번길 30,,,
송정해변(송정해수욕장),강원특별자치도 강릉시 송정길30번안길 20-3,,,
송정해수욕장,부산광역시 해운대구 송정해변로 62,,,
송지 대죽리 조개잡이 체험장,전라남도 해남군 땅끝해안로 1353 노루묵민박,,,
송지호 해수욕장,강원특별자치도 고성군 죽왕면 심층수길 85,,,
송지호 해안 서낭바위 (강원평화지역 국가지질공원),강원특별자치도 고성군 죽왕면,,,
송지호관망타워,강원특별자치도 고성군 죽왕면 동해대로 6021,,,
송지호둘레길,강원특별자치도 고성군 죽왕면 동해대로 6021,,,
송천서원,충청북도 청주시 청원구 오창읍 오창양지길 22-13,,,
송천서원,전라남도 순천시 별량면 송천1길 59,,,
송천참다래마을,경상남도 고성군 하일면 송천리,,,
송추계곡,경기도 양주시 장흥면,,,
송탄 관광특구,경기도 평택시 중앙시장로 32,,,
송파구자원순환공원,서울특별시 송파구 헌릉로 793,,,
송파나루공원(석촌호수),서울특별시 송파구 삼학사로 136,,,
송평마을,전라남도 해남군 화산면 평호리,,,
송평해변,전라남도 해남군 화산면 평호길 450,,,
송포항,전라북도 부안군 변산면 송포길 55,,,
송하마을,경상남도 산청군 시천면 송하중태길 23,,,
송학서원,경상북도 청송군 안덕면 석정길 53,,,
송해둘레길,대구광역시 달성군 옥포읍 기세리,,,
송현근린공원,인천광역시 동구 솔빛로 51,,,
송현배수지 제수변실과 수도국산 달동네박물관,인천광역시 동구 솔빛로 51,,,
송현배수지제수변실,인천광역시 동구 송현공원로 75-21,,,
송호리송림,충북 영동군 양산면 송호리 280,,,
송호서원,경상남도 함양군 병곡면 송호서원길 8,,,
송호서원,경상남도 합천군 대병면 신성동2길 22-3,,,
송호영당,광주광역시 광산구 소촌로46번길 46,,,
쇠꼴마을,경기도 파주시 법원읍 술이홀로1333번길,,,
쇠머리오름(우도봉),제주특별자치도 제주시 우도면 연평리,,,
쇠목재,경상남도 의령군 대의면 신전리,,,
쇠소깍,제주특별자치도 서귀포시 쇠소깍로 128,,,
쇠소깍산물관광농원,제주특별자치도 서귀포시 남원읍 하례로 90,,,
쇠평어린이공원,울산 동구 동부동 573-4,,,
수고당(守孤堂),강원특별자치도 정선군 임계면 수고당길 110,,,
수곡서원,경기도 양평군 지평면 수곡안말길 41-1,,,
수국사(서울),서울특별시 은평구 서오릉로23길 8-5,,,
수기해변,인천광역시 옹진군 북도면 시도로86번길 291-49,,,
수길원,경기도 파주시 광탄면 소령원길 41-38,,,
수남유수지생태공원,경상남도 고성군 고성읍 수남리,,,
수내동가옥(이택구가옥),경기도 성남시 분당구 성남대로 550,,,
수다사(구미),경상북도 구미시 무을면 수다사길 183,,,
수달관찰대,전라남도 구례군 토지면 금내리,,,
수달생태공원,경남 거제시 동부면 구천리 195-1,,,
수달연구센터,강원특별자치도 화천군 간동면 간척월명로 869-129,,,
수덕사(예산),충청남도 예산군 덕산면 수덕사안길 79,,,
수덕산,경기 가평군 북면 도대리,,,
수덕정,전라북도 익산시 여산면 태성1길 199,,,
수도권매립지 야생화단지 드림파크,인천광역시 서구 거월로 61,,,
수도박물관,서울특별시 성동구 왕십리로 27,,,
수도사,인천광역시 미추홀구 구월로8번길 36-5,,,
수도사(영천),경상북도 영천시 신녕면 치산관광길 404,,,
수도사(평택),경기도 평택시 포승읍 호암길 58,,,
수도산자연휴양림,경상북도 김천시 대덕면 증산로 326-71,,,
수도암(고흥),전라남도 고흥군 두원면 운곡길 204,,,
수도암(곡성),전라남도 곡성군 옥과면 설옥길 81-158,,,
수도암(김천),경상북도 김천시 증산면 수도길 1438,,,
수도암(대구),대구광역시 달성군 유가면 유가사길 161,,,
수동국민관광지,경기도 남양주시 수동면 비룡로 1635,,,
수락계곡,충청남도 논산시 벌곡면,,,
수락도,전라남도 고흥군 봉래면 모래금길 375-3,,,
수락리 주상절리,경상북도 청송군 현서면 수락리,,,
수락산,서울특별시 노원구 상계동 산1-1,,,
수락산 당고개지구 공원,서울특별시 노원구 상계로 273,,,
수락산 학림사,서울특별시 노원구 덕릉로129가길 241,,,
수락폭포,전라남도 구례군 수락길 73,,,
수레의산자연휴양림,충청북도 음성군 생극면 차생로 310-108,,,
